Route stop,Business,GitHub Pages link,HTTP status,Audit status
51,Nancy's Nails,https://axel-slid.github.io/bay-area-final-1000-websites/nancys-nails-redwood-city/,200,PASS
52,Clean Wash,https://axel-slid.github.io/bay-area-final-1000-websites/clean-wash-redwood-city/,200,PASS
53,Pho Truong Long,https://axel-slid.github.io/bay-area-final-1000-websites/pho-truong-long-redwood-city/,200,PASS
54,Precious Nails,https://axel-slid.github.io/bay-area-final-1000-websites/precious-nails-redwood-city/,200,PASS
55,Reflections Hair Design,https://axel-slid.github.io/bay-area-final-1000-websites/reflections-hair-design-redwood-city/,200,PASS
56,One on One Fiteness,https://axel-slid.github.io/bay-area-final-1000-websites/one-on-one-fiteness-redwood-city/,200,PASS
57,King's Court Barber Salon,https://axel-slid.github.io/bay-area-final-1000-websites/kings-court-barber-salon-redwood-city/,200,PASS
58,Bravo! Taqueria,https://axel-slid.github.io/bay-area-final-1000-websites/bravo-taqueria-redwood-city/,200,PASS
59,Diane's Salon,https://axel-slid.github.io/bay-area-final-1000-websites/dianes-salon-portola-valley/,200,PASS
60,KJ's Cafe,https://axel-slid.github.io/bay-area-final-1000-websites/kjs-cafe-los-altos-hills/,200,PASS
61,Tammy Salon,https://axel-slid.github.io/bay-area-final-1000-websites/tammy-salon-bay-area/,200,PASS
62,Paris Tailor,https://axel-slid.github.io/bay-area-final-1000-websites/paris-tailor-los-altos/,200,PASS
63,La Venus,https://axel-slid.github.io/bay-area-final-1000-websites/la-venus-los-altos/,200,PASS
64,Cambric Ltd,https://axel-slid.github.io/bay-area-final-1000-websites/cambric-ltd-bay-area/,200,PASS
65,"Curtis Miyahara, DMD",https://axel-slid.github.io/bay-area-final-1000-websites/curtis-miyahara-dmd-los-altos/,200,PASS
66,Nancy's Tailor,https://axel-slid.github.io/bay-area-final-1000-websites/nancys-tailor-los-altos/,200,PASS
67,The Pho Cabin,https://axel-slid.github.io/bay-area-final-1000-websites/the-pho-cabin-bay-area/,200,PASS
68,Harold's Jewelry,https://axel-slid.github.io/bay-area-final-1000-websites/harolds-jewelry-los-altos/,200,PASS
70,Tacos Al Vapor,https://axel-slid.github.io/bay-area-final-1000-websites/tacos-al-vapor-los-altos/,200,PASS
71,Ann's Nails,https://axel-slid.github.io/bay-area-final-1000-websites/anns-nails-los-altos/,200,PASS
72,NAR,https://axel-slid.github.io/bay-area-final-1000-websites/nar-bay-area/,200,PASS
73,ICON Wintow Tint,https://axel-slid.github.io/bay-area-final-1000-websites/icon-wintow-tint-mountain-view/,200,PASS
74,"Liem Tran, DDS",https://axel-slid.github.io/bay-area-final-1000-websites/liem-tran-dds-bay-area/,200,PASS
75,Sunny Beauty Salon & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/sunny-beauty-salon-nails-sunnyvale/,200,PASS
76,Lozano's Brushless Car Wash,https://axel-slid.github.io/bay-area-final-1000-websites/lozanos-brushless-car-wash-sunnyvale/,200,PASS
77,TC Accounting,https://axel-slid.github.io/bay-area-final-1000-websites/tc-accounting-sunnyvale/,200,PASS
78,Noodle Talk,https://axel-slid.github.io/bay-area-final-1000-websites/noodle-talk-bay-area/,200,PASS
79,Hendy Auto Services,https://axel-slid.github.io/bay-area-final-1000-websites/hendy-auto-services-bay-area/,200,PASS
80,TJ Automotive,https://axel-slid.github.io/bay-area-final-1000-websites/tj-automotive-sunnyvale/,200,PASS
81,Famous Food Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/famous-food-restaurant-bay-area/,200,PASS
82,Taqueria Patzcuaro,https://axel-slid.github.io/bay-area-final-1000-websites/taqueria-patzcuaro-sunnyvale/,200,PASS
83,Pearly Bright Dental,https://axel-slid.github.io/bay-area-final-1000-websites/pearly-bright-dental-bay-area/,200,PASS
84,Thai pepper cuisine,https://axel-slid.github.io/bay-area-final-1000-websites/thai-pepper-cuisine-sunnyvale/,200,PASS
85,Super Burrito,https://axel-slid.github.io/bay-area-final-1000-websites/super-burrito-sunnyvale/,200,PASS
86,Bento Express,https://axel-slid.github.io/bay-area-final-1000-websites/bento-express-bay-area/,200,PASS
87,Tasty Pizza,https://axel-slid.github.io/bay-area-final-1000-websites/tasty-pizza-cupertino/,200,PASS
88,The X-Pot,https://axel-slid.github.io/bay-area-final-1000-websites/the-x-pot-cupertino/,200,PASS
89,Hummingbird Day Spa,https://axel-slid.github.io/bay-area-final-1000-websites/hummingbird-day-spa-cupertino/,200,PASS
90,"John K. S. Tong, D.D.S.",https://axel-slid.github.io/bay-area-final-1000-websites/john-k-s-tong-dds-cupertino/,200,PASS
91,Sushi Kuni,https://axel-slid.github.io/bay-area-final-1000-websites/sushi-kuni-cupertino/,200,PASS
92,Calihair,https://axel-slid.github.io/bay-area-final-1000-websites/calihair-cupertino/,200,PASS
93,"Family & Cosmetic Dentistry Ellen Peng, D.d.s.",https://axel-slid.github.io/bay-area-final-1000-websites/family-cosmetic-dentistry-ellen-peng-dds-bay-area/,200,PASS
94,Nails A-1,https://axel-slid.github.io/bay-area-final-1000-websites/nails-a-1-san-jose/,200,PASS
95,Royal Skincare & Hair Design,https://axel-slid.github.io/bay-area-final-1000-websites/royal-skincare-hair-design-san-jose/,200,PASS
96,What the Falafel,https://axel-slid.github.io/bay-area-final-1000-websites/what-the-falafel-san-jose/,200,PASS
97,Kiely 2 Wash & Dry,https://axel-slid.github.io/bay-area-final-1000-websites/kiely-2-wash-dry-san-jose/,200,PASS
98,Goody Goody,https://axel-slid.github.io/bay-area-final-1000-websites/goody-goody-san-jose/,200,PASS
99,Synergy Personal Training,https://axel-slid.github.io/bay-area-final-1000-websites/synergy-personal-training-san-jose/,200,PASS
100,Amatos Cheesesteaks,https://axel-slid.github.io/bay-area-final-1000-websites/amatos-cheesesteaks-san-jose/,200,PASS
101,Formosa Aroma,https://axel-slid.github.io/bay-area-final-1000-websites/formosa-aroma-san-jose/,200,PASS
102,Campbell Everyday Smog - Star Station,https://axel-slid.github.io/bay-area-final-1000-websites/campbell-everyday-smog-star-station-bay-area/,200,PASS
103,Two Pesos Taqueria,https://axel-slid.github.io/bay-area-final-1000-websites/two-pesos-taqueria-los-gatos/,200,PASS
104,Rural Supply,https://axel-slid.github.io/bay-area-final-1000-websites/rural-supply-los-gatos/,200,PASS
105,T-Bird's Pizza,https://axel-slid.github.io/bay-area-final-1000-websites/t-birds-pizza-los-gatos/,200,PASS
106,Mama's Bakery,https://axel-slid.github.io/bay-area-final-1000-websites/mamas-bakery-los-gatos/,200,PASS
107,Bob's Garage,https://axel-slid.github.io/bay-area-final-1000-websites/bobs-garage-los-gatos/,200,PASS
108,Orange Coast Title,https://axel-slid.github.io/bay-area-final-1000-websites/orange-coast-title-los-gatos/,200,PASS
109,Preferred Image of Los Gatos,https://axel-slid.github.io/bay-area-final-1000-websites/preferred-image-of-los-gatos-los-gatos/,200,PASS
110,Heartbeat Café,https://axel-slid.github.io/bay-area-final-1000-websites/heartbeat-cafe-san-jose/,200,PASS
111,Harbor Fish & Chips,https://axel-slid.github.io/bay-area-final-1000-websites/harbor-fish-chips-san-jose/,200,PASS
112,Diamond Shoe Repair,https://axel-slid.github.io/bay-area-final-1000-websites/diamond-shoe-repair-san-jose/,200,PASS
113,Vogue Salon & Lounge,https://axel-slid.github.io/bay-area-final-1000-websites/vogue-salon-lounge-san-jose/,200,PASS
114,A&P Auto Repair,https://axel-slid.github.io/bay-area-final-1000-websites/ap-auto-repair-san-jose/,200,PASS
115,T-Safety Automotive,https://axel-slid.github.io/bay-area-final-1000-websites/t-safety-automotive-san-jose/,200,PASS
117,Thai Spice,https://axel-slid.github.io/bay-area-final-1000-websites/thai-spice-san-jose/,200,PASS
118,Sweet Mango,https://axel-slid.github.io/bay-area-final-1000-websites/sweet-mango-san-jose/,200,PASS
119,Los Dubon Inc.,https://axel-slid.github.io/bay-area-final-1000-websites/los-dubon-inc-san-jose/,200,PASS
120,"Robert A Gong-Guy, DDS",https://axel-slid.github.io/bay-area-final-1000-websites/robert-a-gong-guy-dds-san-jose/,200,PASS
121,La Superior Panadería y Taquería,https://axel-slid.github.io/bay-area-final-1000-websites/la-superior-panaderia-y-taqueria-san-jose/,200,PASS
122,Straight Edge,https://axel-slid.github.io/bay-area-final-1000-websites/straight-edge-campbell/,200,PASS
123,T Lashes LLC,https://axel-slid.github.io/bay-area-final-1000-websites/t-lashes-llc-campbell/,200,PASS
125,Patricia S. Nakamura Electrolysis,https://axel-slid.github.io/bay-area-final-1000-websites/patricia-s-nakamura-electrolysis-bay-area/,200,PASS
126,the garret,https://axel-slid.github.io/bay-area-final-1000-websites/the-garret-bay-area/,200,PASS
127,Serendipity Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/serendipity-hair-salon-campbell/,200,PASS
128,Happy Hair Salon,https://axel-slid.github.io/bay-area-final-1000-websites/happy-hair-salon-campbell/,200,PASS
129,Mo's,https://axel-slid.github.io/bay-area-final-1000-websites/mos-campbell/,200,PASS
130,JCM Electric,https://axel-slid.github.io/bay-area-final-1000-websites/jcm-electric-bay-area/,200,PASS
131,Kaizen,https://axel-slid.github.io/bay-area-final-1000-websites/kaizen-campbell/,200,PASS
132,Spa City,https://axel-slid.github.io/bay-area-final-1000-websites/spa-city-campbell/,200,PASS
133,Excel Cuts & Nailcare,https://axel-slid.github.io/bay-area-final-1000-websites/excel-cuts-nailcare-san-jose/,200,PASS
134,Quality Car Care,https://axel-slid.github.io/bay-area-final-1000-websites/quality-car-care-san-jose/,200,PASS
136,D&J Auto Center,https://axel-slid.github.io/bay-area-final-1000-websites/dj-auto-center-san-jose/,200,PASS
137,Venice Nail Salon,https://axel-slid.github.io/bay-area-final-1000-websites/venice-nail-salon-san-jose/,200,PASS
138,Spartan Autobody Shop,https://axel-slid.github.io/bay-area-final-1000-websites/spartan-autobody-shop-san-jose/,200,PASS
139,Auzerais Collision Center,https://axel-slid.github.io/bay-area-final-1000-websites/auzerais-collision-center-san-jose/,200,PASS
140,El Radiator Doctor,https://axel-slid.github.io/bay-area-final-1000-websites/el-radiator-doctor-san-jose/,200,PASS
141,Bel Bacio,https://axel-slid.github.io/bay-area-final-1000-websites/bel-bacio-san-jose/,200,PASS
142,Dac Phuc,https://axel-slid.github.io/bay-area-final-1000-websites/dac-phuc-san-jose/,200,PASS
143,Angel’s Cleaners & Alteration,https://axel-slid.github.io/bay-area-final-1000-websites/angels-cleaners-alteration-san-jose/,200,PASS
144,La Victoria Taqueria,https://axel-slid.github.io/bay-area-final-1000-websites/la-victoria-taqueria-san-jose/,200,PASS
145,Kali Noodles & Tea Bar,https://axel-slid.github.io/bay-area-final-1000-websites/kali-noodles-tea-bar-san-jose/,200,PASS
146,Phở Công Lý,https://axel-slid.github.io/bay-area-final-1000-websites/pho-cong-ly-san-jose/,200,PASS
147,MC-Salon,https://axel-slid.github.io/bay-area-final-1000-websites/mc-salon-san-jose/,200,PASS
148,Đà-Lạt,https://axel-slid.github.io/bay-area-final-1000-websites/a-lat-san-jose/,200,PASS
149,Mike Pizza & Taqueria,https://axel-slid.github.io/bay-area-final-1000-websites/mike-pizza-taqueria-san-jose/,200,PASS
150,Transon Auto Body & Paint,https://axel-slid.github.io/bay-area-final-1000-websites/transon-auto-body-paint-san-jose/,200,PASS
151,Phố Cổ II,https://axel-slid.github.io/bay-area-final-1000-websites/pho-co-ii-san-jose/,200,PASS
152,Nam Thanh Bánh Canh 3 Miền,https://axel-slid.github.io/bay-area-final-1000-websites/nam-thanh-banh-canh-3-mien-san-jose/,200,PASS
153,Thanh Sơn,https://axel-slid.github.io/bay-area-final-1000-websites/thanh-son-san-jose/,200,PASS
154,Saigon Kitchen,https://axel-slid.github.io/bay-area-final-1000-websites/saigon-kitchen-san-jose/,200,PASS
155,Nina Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/nina-hair-nails-san-jose/,200,PASS
156,Lucy's Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/lucys-beauty-salon-san-jose/,200,PASS
157,Café Docanto,https://axel-slid.github.io/bay-area-final-1000-websites/cafe-docanto-san-jose/,200,PASS
158,Joyería Y Discoteca Peña,https://axel-slid.github.io/bay-area-final-1000-websites/joyeria-y-discoteca-pena-san-jose/,200,PASS
159,Oasis Insurance Agency,https://axel-slid.github.io/bay-area-final-1000-websites/oasis-insurance-agency-san-jose/,200,PASS
160,T&P Auto Services,https://axel-slid.github.io/bay-area-final-1000-websites/tp-auto-services-san-jose/,200,PASS
161,Lucky Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/lucky-hair-nails-san-jose/,200,PASS
162,Fruitas Regionales Magui,https://axel-slid.github.io/bay-area-final-1000-websites/fruitas-regionales-magui-san-jose/,200,PASS
163,Valencia's Auto Service,https://axel-slid.github.io/bay-area-final-1000-websites/valencias-auto-service-san-jose/,200,PASS
164,New Dong Phuong Tofu,https://axel-slid.github.io/bay-area-final-1000-websites/new-dong-phuong-tofu-san-jose/,200,PASS
165,McKee Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/mckee-hair-nails-san-jose/,200,PASS
166,Schroeder's Haircuts,https://axel-slid.github.io/bay-area-final-1000-websites/schroeders-haircuts-san-jose/,200,PASS
167,Color Nails,https://axel-slid.github.io/bay-area-final-1000-websites/color-nails-san-jose/,200,PASS
168,Helen's Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/helens-beauty-salon-san-jose/,200,PASS
169,El Cerrito Taqueria and Cenaduria,https://axel-slid.github.io/bay-area-final-1000-websites/el-cerrito-taqueria-and-cenaduria-san-jose/,200,PASS
170,The Coffee Cup,https://axel-slid.github.io/bay-area-final-1000-websites/the-coffee-cup-san-jose/,200,PASS
171,Glow Beauty Bar,https://axel-slid.github.io/bay-area-final-1000-websites/glow-beauty-bar-san-jose/,200,PASS
172,Daydream Sandwiches& Donuts,https://axel-slid.github.io/bay-area-final-1000-websites/daydream-sandwiches-donuts-san-jose/,200,PASS
173,Ava's Skin Care Lash Studio,https://axel-slid.github.io/bay-area-final-1000-websites/avas-skin-care-lash-studio-san-jose/,200,PASS
174,North Valley Dental Office,https://axel-slid.github.io/bay-area-final-1000-websites/north-valley-dental-office-san-jose/,200,PASS
175,Brand Hong Kong Salon,https://axel-slid.github.io/bay-area-final-1000-websites/brand-hong-kong-salon-san-jose/,200,PASS
176,Trang Pham CPA,https://axel-slid.github.io/bay-area-final-1000-websites/trang-pham-cpa-san-jose/,200,PASS
177,S Pearl Salon,https://axel-slid.github.io/bay-area-final-1000-websites/s-pearl-salon-san-jose/,200,PASS
178,Jonathan H Kim Dentistry,https://axel-slid.github.io/bay-area-final-1000-websites/jonathan-h-kim-dentistry-san-jose/,200,PASS
179,VK Hair Creations,https://axel-slid.github.io/bay-area-final-1000-websites/vk-hair-creations-san-jose/,200,PASS
180,The Jelly Donut,https://axel-slid.github.io/bay-area-final-1000-websites/the-jelly-donut-san-jose/,200,PASS
181,Kristin's Hair Design,https://axel-slid.github.io/bay-area-final-1000-websites/kristins-hair-design-san-jose/,200,PASS
182,WOW Dental,https://axel-slid.github.io/bay-area-final-1000-websites/wow-dental-san-jose/,200,PASS
183,Lalas Dental,https://axel-slid.github.io/bay-area-final-1000-websites/lalas-dental-san-jose/,200,PASS
184,Greathair,https://axel-slid.github.io/bay-area-final-1000-websites/greathair-milpitas/,200,PASS
185,Jessica’s Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/jessicas-beauty-salon-milpitas/,200,PASS
186,His 'n Hers Hair,https://axel-slid.github.io/bay-area-final-1000-websites/his-n-hers-hair-milpitas/,200,PASS
187,Hair Couture,https://axel-slid.github.io/bay-area-final-1000-websites/hair-couture-milpitas/,200,PASS
188,Chef P's at Seafood City,https://axel-slid.github.io/bay-area-final-1000-websites/chef-ps-at-seafood-city-milpitas/,200,PASS
189,Arté Boutique,https://axel-slid.github.io/bay-area-final-1000-websites/arte-boutique-milpitas/,200,PASS
190,Pho Saigon,https://axel-slid.github.io/bay-area-final-1000-websites/pho-saigon-milpitas/,200,PASS
191,Forever Beauty Hair And Nails,https://axel-slid.github.io/bay-area-final-1000-websites/forever-beauty-hair-and-nails-milpitas/,200,PASS
192,J&J Luxury Hair And Nails,https://axel-slid.github.io/bay-area-final-1000-websites/jj-luxury-hair-and-nails-milpitas/,200,PASS
193,Advanced Verterinary Medical Center,https://axel-slid.github.io/bay-area-final-1000-websites/advanced-verterinary-medical-center-milpitas/,200,PASS
194,M Beauty Salon,https://axel-slid.github.io/bay-area-final-1000-websites/m-beauty-salon-san-jose/,200,PASS
195,Mama Lupita's,https://axel-slid.github.io/bay-area-final-1000-websites/mama-lupitas-san-jose/,200,PASS
196,#1 Eyelash & Skin,https://axel-slid.github.io/bay-area-final-1000-websites/1-eyelash-skin-san-jose/,200,PASS
197,Phở Ý #1,https://axel-slid.github.io/bay-area-final-1000-websites/pho-y-1-san-jose/,200,PASS
198,Precious Smile Dental Center,https://axel-slid.github.io/bay-area-final-1000-websites/precious-smile-dental-center-san-jose/,200,PASS
199,Kim Tar B.B.Q.,https://axel-slid.github.io/bay-area-final-1000-websites/kim-tar-bbq-san-jose/,200,PASS
200,Ma’s Restaurant,https://axel-slid.github.io/bay-area-final-1000-websites/mas-restaurant-san-jose/,200,PASS
201,Tiger Tea & Juice,https://axel-slid.github.io/bay-area-final-1000-websites/tiger-tea-juice-san-jose/,200,PASS
202,Sushi Pro,https://axel-slid.github.io/bay-area-final-1000-websites/sushi-pro-san-jose/,200,PASS
203,Personalized Vans & Trucks,https://axel-slid.github.io/bay-area-final-1000-websites/personalized-vans-trucks-san-jose/,200,PASS
204,Mì Quảng Cô Thảo,https://axel-slid.github.io/bay-area-final-1000-websites/mi-quang-co-thao-san-jose/,200,PASS
205,Diamond Mitsubishi Fuso,https://axel-slid.github.io/bay-area-final-1000-websites/diamond-mitsubishi-fuso-san-jose/,200,PASS
206,Menara Moroccan,https://axel-slid.github.io/bay-area-final-1000-websites/menara-moroccan-san-jose/,200,PASS
207,Prolago Hand Car Wash,https://axel-slid.github.io/bay-area-final-1000-websites/prolago-hand-car-wash-bay-area/,200,PASS
208,Peter Auto Body & Paint,https://axel-slid.github.io/bay-area-final-1000-websites/peter-auto-body-paint-san-jose/,200,PASS
209,101 Auto Body & Paint,https://axel-slid.github.io/bay-area-final-1000-websites/101-auto-body-paint-san-jose/,200,PASS
210,Chez Sovan,https://axel-slid.github.io/bay-area-final-1000-websites/chez-sovan-san-jose/,200,PASS
211,Autoland;Radiatorland,https://axel-slid.github.io/bay-area-final-1000-websites/autolandradiatorland-san-jose/,200,PASS
212,Tire Merchants,https://axel-slid.github.io/bay-area-final-1000-websites/tire-merchants-san-jose/,200,PASS
213,Maria Asela Caces-Tiamson Inc.,https://axel-slid.github.io/bay-area-final-1000-websites/maria-asela-caces-tiamson-inc-san-jose/,200,PASS
214,AKW Auto Body & Paint,https://axel-slid.github.io/bay-area-final-1000-websites/akw-auto-body-paint-san-jose/,200,PASS
215,Taquería “El Caminito”,https://axel-slid.github.io/bay-area-final-1000-websites/taqueria-el-caminito-san-jose/,200,PASS
216,Tony’s Pool Hall,https://axel-slid.github.io/bay-area-final-1000-websites/tonys-pool-hall-san-jose/,200,PASS
217,Mikee’s Auto Repair,https://axel-slid.github.io/bay-area-final-1000-websites/mikees-auto-repair-san-jose/,200,PASS
218,LTM Smog & Repair,https://axel-slid.github.io/bay-area-final-1000-websites/ltm-smog-repair-bay-area/,200,PASS
219,"Doctor Martha E. Barragan, D.D.S.",https://axel-slid.github.io/bay-area-final-1000-websites/doctor-martha-e-barragan-dds-san-jose/,200,PASS
220,Raul’s Mufflers,https://axel-slid.github.io/bay-area-final-1000-websites/rauls-mufflers-san-jose/,200,PASS
221,A&M Paint & Body,https://axel-slid.github.io/bay-area-final-1000-websites/am-paint-body-san-jose/,200,PASS
222,True Beauty Salon Spa,https://axel-slid.github.io/bay-area-final-1000-websites/true-beauty-salon-spa-san-jose/,200,PASS
223,Taylor Automotive Service,https://axel-slid.github.io/bay-area-final-1000-websites/taylor-automotive-service-san-jose/,200,PASS
224,Lettuce Sandwich Shop,https://axel-slid.github.io/bay-area-final-1000-websites/lettuce-sandwich-shop-bay-area/,200,PASS
225,M.Y. Salon,https://axel-slid.github.io/bay-area-final-1000-websites/my-salon-santa-clara/,200,PASS
226,Winx,https://axel-slid.github.io/bay-area-final-1000-websites/winx-santa-clara/,200,PASS
227,Painted Ivy,https://axel-slid.github.io/bay-area-final-1000-websites/painted-ivy-santa-clara/,200,PASS
228,CK Salon,https://axel-slid.github.io/bay-area-final-1000-websites/ck-salon-santa-clara/,200,PASS
229,Vanna's Hair & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/vannas-hair-nails-bay-area/,200,PASS
230,Kokodek Korean Fried Chicken,https://axel-slid.github.io/bay-area-final-1000-websites/kokodek-korean-fried-chicken-san-jose/,200,PASS
231,TLS Auto Service,https://axel-slid.github.io/bay-area-final-1000-websites/tls-auto-service-bay-area/,200,PASS
232,Korean Spring,https://axel-slid.github.io/bay-area-final-1000-websites/korean-spring-santa-clara/,200,PASS
233,Kens' Hair Stylists & Nails,https://axel-slid.github.io/bay-area-final-1000-websites/kens-hair-stylists-nails-santa-clara/,200,PASS
234,Classic Homestead Barber,https://axel-slid.github.io/bay-area-final-1000-websites/classic-homestead-barber-santa-clara/,200,PASS
235,T&K Barber & Hairstyling,https://axel-slid.github.io/bay-area-final-1000-websites/tk-barber-hairstyling-sunnyvale/,200,PASS
236,Rajjot Sweets and Snacks,https://axel-slid.github.io/bay-area-final-1000-websites/rajjot-sweets-and-snacks-sunnyvale/,200,PASS
237,Jang Tu,https://axel-slid.github.io/bay-area-final-1000-websites/jang-tu-bay-area/,200,PASS
238,Hair Focus,https://axel-slid.github.io/bay-area-final-1000-websites/hair-focus-sunnyvale/,200,PASS
239,Rama V Thai Cuisine,https://axel-slid.github.io/bay-area-final-1000-websites/rama-v-thai-cuisine-bay-area/,200,PASS
240,Griffin Upholstery,https://axel-slid.github.io/bay-area-final-1000-websites/griffin-upholstery-bay-area/,200,PASS
